0,0.23076923076923078
1,0.2615384615384616
2,0.24725274725274732
3, 0.36593406593406597
4, 0.43736263736263736
5, 0.5065934065934066
6, 0.5681318681318681
7, 0.5813186813186813
8, 0.5978021978021978
9, 0.5901098901098901
10,0.5978021978021978
11, 0.6021978021978022
12, 0.6043956043956044
13,0.612087912087912
14, 0.621978021978022
15, 0.6109890109890109
16,0.6153846153846153
17, 0.6208791208791209
18, 0.6131868131868131
19, 0.6197802197802198
20, 0.6252747252747253
21, 0.6208791208791209
22,0.6186813186813187
23,0.621978021978022
24, 0.6263736263736264
25, 0.6285714285714286
26, 0.6230769230769231
27, 0.6197802197802198
28,0.621978021978022
29, 0.6306703296703297
